Sample1,Sample2,Distance
1830,1887,0.913
1830,2292,0.076862507
1830,3593,0.922350085
1830,3873,0.956106296
1830,3937,0.845487578
1830,6510,0.610225014
1831,1989,0.99453755
1831,3134,0.687087521
1831,3587,0.956106296
1831,6161,0.989862507
1833,1928,0.571793761
1833,2117,0.763950028
1833,2130,0.989862507
1833,2522,0.956106296
1833,2755,0.307450028
1833,2888,0.763950028
1833,3138,0.648656268
1833,3237,0.494931254
1833,3308,0.648656268
1833,3513,0.917675043
1833,3674,0.951431254
1833,3749,0.4565
1833,3797,0.494931254
1833,3846,0.763950028
1833,4059,0.687087521
1833,4230,0.989862507
1833,4319,0.99453755
1833,4513,0.989862507
1833,4533,0.691762564
1833,4557,0.494931254
1833,4714,0.610225014
1833,5211,0.879243789
1833,5279,0.840812536
1833,5438,0.763950028
1833,5498,0.571793761
1833,5553,0.917675043
1833,5607,0.571793761
1833,5621,0.913
1833,5630,0.533362507
1833,5697,0.763950028
1833,5728,0.4565
1833,5730,0.879243789
1833,5900,0.571793761
1833,6099,0.533362507
1833,6286,0.725518775
1833,6441,0.840812536
1833,6491,0.648656268
1833,6601,0.951431254
1833,6729,0.687087521
1833,6959,0.802381282
1848,3327,0.533362507
1848,3593,0.989862507
1848,3873,0.802381282
1849,1887,0.951431254
1849,2292,0.951431254
1849,3134,0.571793761
1849,3587,0.840812536
1849,3669,0.499606296
1849,3873,0.917675043
1849,4010,0.610225014
1849,4436,0.763950028
1849,5039,0.4565
1849,6510,0.571793761
1857,2014,0.956106296
1857,2357,0.4565
1857,3040,0.879243789
1857,3327,0.725518775
1857,3669,0.571793761
1857,4010,0.461175043
1857,4436,0.922350085
1857,5039,0.614900057
1857,5472,0.879243789
1864,2359,0.99453755
1864,2698,0.951431254
1864,3345,0.533362507
1864,4538,0.989862507
1864,4971,0.951431254
1864,5860,0.951431254
1864,5899,0.648656268
1864,6889,0.807056325
1866,2014,0.648656268
1866,2883,0.384312536
1866,3040,0.571793761
1866,3061,0.192156268
1866,3447,0.461175043
1866,3504,0.499606296
1866,3587,0.989862507
1866,5307,0.494931254
1866,5472,0.571793761
1866,5899,0.960781339
1866,6835,0.687087521
1866,6889,0.802381282
1875,1991,0.989862507
1875,2362,0.989862507
1875,2418,0.4565
1875,2596,0.951431254
1875,2603,0.687087521
1875,2923,0.115293761
1875,3324,0.610225014
1875,3384,0.879243789
1875,3421,0.192156268
1875,3677,0.730193818
1875,4075,0.802381282
1875,4226,0.989862507
1875,4456,0.153725014
1875,4477,0.230587521
1875,4488,0.494931254
1875,4529,0.53803755
1875,4633,0.951431254
1875,5016,0.648656268
1875,5109,0.725518775
1875,5158,0.763950028
1875,5385,0.879243789
1875,5514,0.989862507
1875,5654,0.610225014
1875,5751,0.989862507
1875,6229,0.533362507
1875,6259,0.494931254
1875,6480,0.879243789
1875,6487,0.307450028
1875,6806,0.192156268
1875,6914,0.53803755
1875,6923,0.345881282
1886,4015,0.840812536
1886,5626,0.845487578
1887,2292,0.989862507
1887,2736,0.99453755
1887,4010,0.648656268
1887,4436,0.725518775
1887,5039,0.494931254
1897,2764,0.724142711
1928,1934,0.99453755
1928,2029,0.4565
1928,2079,0.951431254
1928,2117,0.192156268
1928,2130,0.494931254
1928,2522,0.614900057
1928,2664,0.802381282
1928,2709,0.648656268
1928,2755,0.879243789
1928,2824,0.648656268
1928,2833,0.687087521
1928,2888,0.192156268
1928,2973,0.99453755
1928,3138,0.307450028
1928,3237,0.076862507
1928,3308,0.076862507
1928,3494,0.99453755
1928,3513,0.576468803
1928,3670,0.687087521
1928,3674,0.533362507
1928,3749,0.115293761
1928,3797,0.153725014
1928,4004,0.610225014
1928,4059,0.345881282
1928,4086,0.951431254
1928,4092,0.4565
1928,4125,0.951431254
1928,4150,0.802381282
1928,4166,0.99453755
1928,4236,0.802381282
1928,4319,0.879243789
1928,4380,0.951431254
1928,4469,0.99453755
1928,4557,0.153725014
1928,4714,0.038431254
1928,4810,0.687087521
1928,4932,0.999212592
1928,5163,0.879243789
1928,5211,0.307450028
1928,5279,0.725518775
1928,5328,0.845487578
1928,5438,0.422743789
1928,5498,0
1928,5553,0.802381282
1928,5607,0.913
1928,5621,0.571793761
1928,5630,0.648656268
1928,5697,0.422743789
1928,5728,0.115293761
1928,5730,0.307450028
1928,5770,0.989862507
1928,5900,0
1928,6099,0.192156268
1928,6286,0.384312536
1928,6330,0.494931254
1928,6352,0.989862507
1928,6373,0.956106296
1928,6380,0.610225014
1928,6441,0.499606296
1928,6491,0.076862507
1928,6601,0.533362507
1928,6697,0.687087521
1928,6729,0.115293761
1928,6751,0.687087521
1928,6764,0.879243789
1928,6779,0.913
1928,6959,0.230587521
1934,2117,0.802381282
1934,2130,0.576468803
1934,2752,0.038431254
1934,2833,0.307450028
1934,2888,0.802381282
1934,3308,0.917675043
1934,3494,0
1934,3569,0.879243789
1934,3670,0.307450028
1934,4004,0.384312536
1934,4086,0.956106296
1934,4125,0.956106296
1934,4179,0.610225014
1934,4236,0.883918832
1934,4469,0
1934,4533,0.951431254
1934,4714,0.956106296
1934,4810,0.768625071
1934,5163,0.960781339
1934,5211,0.687087521
1934,5498,0.99453755
1934,5730,0.687087521
1934,5770,0.917675043
1934,5900,0.99453755
1934,6352,0.917675043
1934,6380,0.384312536
1934,6491,0.917675043
1934,6697,0.768625071
1934,6729,0.879243789
1934,6764,0.960781339
1934,6779,0.99453755
1934,6959,0.763950028
1935,2709,0.917675043
1935,4380,0.614900057
1939,2852,0.725518775
1939,6073,0.913
1950,2125,0.115293761
1950,3490,0.533362507
1950,3666,0.725518775
1950,7022,0.687087521
1972,4793,0.345881282
1989,3587,0.951431254
1991,2033,0.956106296
1991,2129,0.461175043
1991,2362,0.153725014
1991,2418,0.533362507
1991,2603,0.610225014
1991,2923,0.951431254
1991,3297,0.269018775
1991,3324,0.687087521
1991,3628,0.999212592
1991,3684,0.922350085
1991,4075,0.725518775
1991,4226,0.913
1991,4456,0.989862507
1991,4488,0.571793761
1991,5016,0.725518775
1991,5158,0.687087521
1991,5385,0.956106296
1991,5446,0.763950028
1991,5565,0.076862507
1991,5654,0.687087521
1991,5774,0.230587521
1991,6088,0.192156268
1991,6259,0.571793761
1991,6480,0.802381282
2014,2883,0.648656268
2014,3040,0.076862507
2014,3061,0.840812536
2014,3134,0.4565
2014,3447,0.725518775
2014,3504,0.763950028
2014,3587,0.725518775
2014,4010,0.494931254
2014,4436,0.879243789
2014,4699,0.65333131
2014,5039,0.571793761
2014,5472,0.076862507
2014,5860,0.999212592
2014,6161,0.763950028
2029,2079,0.494931254
2029,2117,0.648656268
2029,2130,0.951431254
2029,2613,0.917675043
2029,2709,0.192156268
2029,2888,0.648656268
2029,2973,0.53803755
2029,3138,0.763950028
2029,3237,0.533362507
2029,3308,0.533362507
2029,3452,0.99453755
2029,3569,0.571793761
2029,3674,0.076862507
2029,3749,0.571793761
2029,3797,0.610225014
2029,3846,0.879243789
2029,4059,0.802381282
2029,4086,0.494931254
2029,4092,0
2029,4125,0.494931254
2029,4150,0.345881282
2029,4380,0.494931254
2029,4484,0.802381282
2029,4557,0.610225014
2029,4714,0.494931254
2029,4777,0.956106296
2029,5042,0.913
2029,5211,0.763950028
2029,5438,0.879243789
2029,5498,0.4565
2029,5577,0.691762564
2029,5607,0.4565
2029,5697,0.879243789
2029,5728,0.571793761
2029,5730,0.763950028
2029,5900,0.4565
2029,6099,0.648656268
2029,6286,0.840812536
2029,6330,0.038431254
2029,6352,0.533362507
2029,6441,0.956106296
2029,6491,0.533362507
2029,6601,0.076862507
2029,6729,0.571793761
2029,6751,0.230587521
2029,6779,0.4565
2029,6959,0.687087521
2032,2817,0.533362507
2032,6430,0.989862507
2033,2129,0.494931254
2033,2362,0.802381282
2033,3384,0.913
2033,3628,0.956106296
2033,3684,0.879243789
2033,3720,0.610225014
2033,4226,0.956106296
2033,4639,0.533362507
2033,5385,0.913
2033,5514,0.802381282
2033,5751,0.802381282
2033,6088,0.763950028
2040,6026,0.96198422
2042,3768,0.840812536
2042,4417,0.951431254
2042,4634,0.687087521
2042,6969,0.840812536
2073,2265,0.802381282
2073,2596,0.960781339
2073,3628,0.989862507
2073,4056,0.65333131
2073,4782,0.648656268
2073,6032,0.917675043
2073,6582,0.840812536
2079,2130,0.4565
2079,2613,0.422743789
2079,2709,0.687087521
2079,2833,0.725518775
2079,2973,0.956106296
2079,3237,0.951431254
2079,3452,0.499606296
2079,3569,0.153725014
2079,3670,0.725518775
2079,3674,0.494931254
2079,3749,0.989862507
2079,4004,0.648656268
2079,4086,0.076862507
2079,4092,0.494931254
2079,4125,0.076862507
2079,4150,0.763950028
2079,4166,0.956106296
2079,4236,0.763950028
2079,4342,0.807056325
2079,4380,0.989862507
2079,4714,0.989862507
2079,4777,0.461175043
2079,4810,0.648656268
2079,5026,0.576468803
2079,5042,0.494931254
2079,5163,0.840812536
2079,5498,0.951431254
2079,5607,0.951431254
2079,5728,0.989862507
2079,5900,0.951431254
2079,6330,0.533362507
2079,6352,0.115293761
2079,6380,0.648656268
2079,6601,0.494931254
2079,6697,0.648656268
2079,6751,0.648656268
2079,6764,0.840812536
2079,6779,0.038431254
2080,6867,0.951431254
2091,2190,0.345881282
2091,3026,0.307450028
2091,3766,0.691762564
2091,4537,0.917675043
2091,4752,0.768625071
2091,5280,0.687087521
2092,2522,0.989862507
2092,2641,0.840812536
2092,2954,0.648656268
2092,3106,0.610225014
2092,3309,0.533362507
2092,4166,0.610225014
2092,4215,0.913
2092,4230,0.956106296
2092,4236,0.802381282
2092,4810,0.917675043
2092,5026,0.989862507
2092,5128,0.345881282
2092,5163,0.725518775
2092,5630,0.956106296
2092,6162,0.533362507
2092,6243,0.951431254
2092,6697,0.917675043
2092,6764,0.725518775
2112,5182,0.951431254
2117,2130,0.687087521
2117,2522,0.807056325
2117,2664,0.99453755
2117,2709,0.4565
2117,2752,0.840812536
2117,2824,0.4565
2117,2833,0.494931254
2117,2888,0
2117,3138,0.499606296
2117,3237,0.269018775
2117,3308,0.115293761
2117,3494,0.802381282
2117,3513,0.768625071
2117,3569,0.989862507
2117,3670,0.494931254
2117,3674,0.725518775
2117,3749,0.307450028
2117,3797,0.345881282
2117,4004,0.494931254
2117,4059,0.53803755
2117,4092,0.648656268
2117,4150,0.99453755
2117,4236,0.99453755
2117,4319,0.687087521
2117,4469,0.802381282
2117,4533,0.840812536
2117,4557,0.345881282
2117,4714,0.153725014
2117,4810,0.879243789
2117,5211,0.115293761
2117,5279,0.533362507
2117,5438,0.614900057
2117,5498,0.192156268
2117,5553,0.610225014
2117,5621,0.763950028
2117,5630,0.840812536
2117,5697,0.614900057
2117,5728,0.307450028
2117,5730,0.115293761
2117,5900,0.192156268
2117,6099,0.384312536
2117,6286,0.576468803
2117,6330,0.610225014
2117,6380,0.494931254
2117,6441,0.691762564
2117,6491,0.115293761
2117,6601,0.725518775
2117,6697,0.879243789
2117,6729,0.076862507
2117,6751,0.879243789
2117,6959,0.038431254
2122,2698,0.802381282
2122,2736,0.494931254
2122,2859,0.115293761
2122,2883,0.917675043
2122,3345,0.687087521
2122,3447,0.840812536
2122,3504,0.802381282
2122,4436,0.687087521
2122,4699,0.913
2122,5039,0.99453755
2122,5899,0.571793761
2122,6886,0.840812536
2125,3490,0.494931254
2125,3666,0.610225014
2125,7022,0.802381282
2129,2362,0.307450028
2129,2418,0.840812536
2129,2884,0.802381282
2129,3297,0.730193818
2129,3324,0.687087521
2129,3628,0.53803755
2129,3684,0.461175043
2129,4056,0.951431254
2129,4488,0.802381282
2129,5016,0.648656268
2129,5385,0.494931254
2129,5565,0.53803755
2129,5654,0.687087521
2129,5774,0.691762564
2129,6088,0.269018775
2129,6259,0.802381282
2129,6582,0.687087521
2130,2613,0.879243789
2130,2641,0.725518775
2130,2752,0.614900057
2130,2833,0.269018775
2130,2888,0.687087521
2130,2954,0.917675043
2130,3106,0.807056325
2130,3138,0.725518775
2130,3237,0.494931254
2130,3308,0.571793761
2130,3452,0.956106296
2130,3494,0.576468803
2130,3513,0.99453755
2130,3569,0.610225014
2130,3670,0.269018775
2130,3674,0.951431254
2130,3749,0.533362507
2130,3797,0.571793761
2130,4004,0.192156268
2130,4059,0.763950028
2130,4086,0.533362507
2130,4092,0.951431254
2130,4125,0.533362507
2130,4166,0.499606296
2130,4179,0.879243789
2130,4230,0.610225014
2130,4236,0.307450028
2130,4469,0.576468803
2130,4557,0.571793761
2130,4714,0.533362507
2130,4777,0.917675043
2130,4810,0.192156268
2130,5042,0.951431254
2130,5128,0.763950028
2130,5163,0.384312536
2130,5211,0.802381282
2130,5438,0.840812536
2130,5498,0.494931254
2130,5621,0.989862507
2130,5697,0.840812536
2130,5728,0.533362507
2130,5730,0.802381282
2130,5770,0.571793761
2130,5900,0.494931254
2130,6099,0.610225014
2130,6222,0.989862507
2130,6286,0.802381282
2130,6330,0.989862507
2130,6352,0.571793761
2130,6380,0.192156268
2130,6441,0.917675043
2130,6491,0.571793761
2130,6601,0.951431254
2130,6697,0.192156268
2130,6729,0.610225014
2130,6764,0.384312536
2130,6779,0.494931254
2130,6959,0.725518775
2148,2699,0.4565
2148,2852,0.494931254
2168,2698,0.951431254
2168,2736,0.802381282
2168,4538,0.610225014
2168,4923,0.917675043
2168,5860,0.951431254
2168,6886,0.4565
2190,3026,0.038431254
2190,3766,0.345881282
2190,4309,0.951431254
2190,4752,0.422743789
2190,5280,0.571793761
2208,2377,0.749655758
2251,3418,0.917675043
2251,4084,0.999212592
2265,3720,0.533362507
2265,4056,0.763950028
2265,4639,0.610225014
2265,4782,0.153725014
2265,6032,0.115293761
2265,6582,0.951431254
2268,3037,0.951431254
2268,6426,0.956106296
2271,2817,0.989862507
2271,3522,0.989862507
2279,3384,0.730193818
2279,3800,0.989862507
2279,5716,0.153725014
2291,3088,0.951431254
2291,3254,0.576468803
2291,3751,0.99453755
2291,3977,0.691762564
2291,4389,0.494931254
2291,5942,0.802381282
2291,6599,0.571793761
2292,3593,0.845487578
2292,3873,0.879243789
2292,3937,0.922350085
2292,6510,0.533362507
2312,3386,0.949181944
2357,4010,0.917675043
2359,2883,0.687087521
2359,3134,0.879243789
2359,3345,0.917675043
2359,3447,0.610225014
2359,3504,0.571793761
2359,4971,0.956106296
2359,5307,0.65333131
2359,5809,0.725518775
2359,5899,0.802381282
2359,6510,0.879243789
2359,6889,0.725518775
2362,2418,0.533362507
2362,2596,0.951431254
2362,2603,0.763950028
2362,3297,0.422743789
2362,3324,0.533362507
2362,3628,0.845487578
2362,3684,0.768625071
2362,4075,0.879243789
2362,4488,0.494931254
2362,5016,0.571793761
2362,5158,0.840812536
2362,5385,0.802381282
2362,5446,0.917675043
2362,5514,0.913
2362,5565,0.230587521
2362,5654,0.533362507
2362,5751,0.913
2362,5774,0.384312536
2362,6088,0.038431254
2362,6259,0.494931254
2362,6480,0.956106296
2362,6582,0.99453755
2363,4132,0.533362507
2367,4269,0.494931254
2370,2694,0.595994279
2384,2569,0.99453755
2384,3198,0.610225014
2384,6080,0.038431254
2384,6541,0.614900057
2393,4320,0.576468803
2393,5133,0.691762564
2418,2513,0.879243789
2418,2603,0.230587521
2418,2923,0.571793761
2418,3297,0.802381282
2418,3421,0.648656268
2418,4456,0.610225014
2418,4477,0.687087521
2418,4488,0.951431254
2418,4529,0.99453755
2418,5158,0.307450028
2418,5565,0.610225014
2418,5774,0.763950028
2418,5817,0.648656268
2418,6088,0.571793761
2418,6229,0.989862507
2418,6259,0.951431254
2418,6487,0.763950028
2418,6806,0.648656268
2418,6914,0.99453755
2418,6923,0.802381282
2506,3128,0.951431254
2513,2603,0.648656268
2513,3297,0.989862507
2513,5158,0.571793761
2513,6923,0.989862507
2522,2664,0.725518775
2522,2755,0.648656268
2522,2888,0.807056325
2522,2973,0.533362507
2522,3106,0.687087521
2522,3138,0.307450028
2522,3237,0.53803755
2522,3308,0.691762564
2522,3309,0.610225014
2522,3452,0.989862507
2522,3513,0.038431254
2522,3674,0.99453755
2522,3749,0.499606296
2522,3797,0.461175043
2522,4059,0.269018775
2522,4150,0.725518775
2522,4166,0.533362507
2522,4215,0.533362507
2522,4236,0.725518775
2522,4557,0.461175043
2522,4714,0.65333131
2522,4810,0.840812536
2522,4932,0.384312536
2522,5026,0.913
2522,5163,0.648656268
2522,5211,0.922350085
2522,5328,0.230587521
2522,5438,0.192156268
2522,5498,0.614900057
2522,5577,0.533362507
2522,5621,0.956106296
2522,5630,0.879243789
2522,5638,0.571793761
2522,5697,0.192156268
2522,5728,0.499606296
2522,5730,0.922350085
2522,5900,0.614900057
2522,6099,0.422743789
2522,6162,0.913
2522,6286,0.230587521
2522,6373,0.571793761
2522,6441,0.115293761
2522,6481,0.879243789
2522,6491,0.691762564
2522,6601,0.99453755
2522,6697,0.840812536
2522,6729,0.730193818
2522,6751,0.840812536
2522,6764,0.648656268
2522,6830,0.989862507
2522,6959,0.845487578
2545,5745,0.994525
2545,6269,0.316912235
2545,6844,0.544178951
2555,3891,0.998934895
2555,4546,0.712868437
2569,6080,0.956106296
2573,3205,0.576468803
2577,3841,0.51085
2588,2845,0.522721562
2596,3324,0.571793761
2596,4056,0.307450028
2596,4075,0.840812536
2596,4488,0.4565
2596,5016,0.610225014
2596,5109,0.687087521
2596,5385,0.840812536
2596,5514,0.951431254
2596,5654,0.571793761
2596,5751,0.951431254
2596,6032,0.956106296
2596,6088,0.989862507
2596,6229,0.571793761
2596,6259,0.4565
2596,6480,0.917675043
2596,6867,0.763950028
2603,2923,0.571793761
2603,3297,0.571793761
2603,3421,0.494931254
2603,3677,0.956106296
2603,3911,0.956106296
2603,4456,0.533362507
2603,4477,0.917675043
2603,4529,0.763950028
2603,5158,0.076862507
2603,5565,0.533362507
2603,5774,0.533362507
2603,5817,0.879243789
2603,6088,0.802381282
2603,6487,0.533362507
2603,6806,0.879243789
2603,6914,0.763950028
2603,6923,0.571793761
2609,3531,0.807056325
2613,2954,0.951431254
2613,2973,0.533362507
2613,3106,0.840812536
2613,3452,0.076862507
2613,3569,0.576468803
2613,3674,0.840812536
2613,3846,0.951431254
2613,4086,0.499606296
2613,4092,0.917675043
2613,4125,0.499606296
2613,4150,0.571793761
2613,4166,0.533362507
2613,4236,0.571793761
2613,4342,0.384312536
2613,4777,0.038431254
2613,4810,0.687087521
2613,5026,0.153725014
2613,5042,0.917675043
2613,5163,0.494931254
2613,5438,0.951431254
2613,5577,0.687087521
2613,5697,0.951431254
2613,6286,0.989862507
2613,6330,0.956106296
2613,6352,0.53803755
2613,6441,0.951431254
2613,6601,0.840812536
2613,6697,0.687087521
2613,6751,0.687087521
2613,6764,0.494931254
2613,6779,0.461175043
2641,2833,0.99453755
2641,2954,0.192156268
2641,3106,0.99453755
2641,3138,0.913
2641,3670,0.99453755
2641,4004,0.917675043
2641,4059,0.951431254
2641,4166,0.687087521
2641,4215,0.840812536
2641,4230,0.115293761
2641,4236,0.494931254
2641,4484,0.951431254
2641,4810,0.533362507
2641,5128,0.494931254
2641,5163,0.571793761
2641,5770,0.384312536
2641,6162,0.307450028
2641,6286,0.989862507
2641,6380,0.917675043
2641,6697,0.533362507
2641,6764,0.571793761
2643,3213,0.877209673
2643,6568,0.687087521
2643,7020,0.897186648
2648,5545,0.571793761
2650,3450,0.610225014
2650,4947,0.989862507
2650,5299,0.956106296
2664,2755,0.989862507
2664,2888,0.99453755
2664,2985,0.879243789
2664,3138,0.494931254
2664,3237,0.725518775
2664,3308,0.879243789
2664,3463,0.494931254
2664,3513,0.687087521
2664,3749,0.687087521
2664,3797,0.648656268
2664,4059,0.4565
2664,4150,0.913
2664,4236,0.913
2664,4380,0.840812536
2664,4385,0.879243789
2664,4557,0.648656268
2664,4714,0.840812536
2664,5163,0.989862507
2664,5328,0.956106296
2664,5380,0.571793761
2664,5438,0.533362507
2664,5498,0.802381282
2664,5638,0.384312536
2664,5668,0.913
2664,5697,0.533362507
2664,5728,0.687087521
2664,5900,0.802381282
2664,6099,0.610225014
2664,6286,0.494931254
2664,6373,0.153725014
2664,6441,0.610225014
2664,6491,0.879243789
2664,6729,0.917675043
2664,6764,0.989862507
2664,6830,0.802381282
2698,2859,0.917675043
2698,3937,0.4565
2698,4971,0.989862507
2698,6510,0.999212592
2698,6886,0.951431254
2699,2852,0.951431254
2709,2824,0.913
2709,2833,0.951431254
2709,2888,0.4565
2709,2973,0.730193818
2709,3138,0.956106296
2709,3237,0.725518775
2709,3308,0.571793761
2709,3569,0.533362507
2709,3670,0.951431254
2709,3674,0.269018775
2709,3749,0.763950028
2709,3797,0.802381282
2709,4004,0.951431254
2709,4059,0.99453755
2709,4086,0.610225014
2709,4092,0.192156268
2709,4125,0.610225014
2709,4150,0.53803755
2709,4380,0.610225014
2709,4484,0.99453755
2709,4557,0.802381282
2709,4714,0.610225014
2709,5211,0.571793761
2709,5279,0.989862507
2709,5498,0.648656268
2709,5577,0.883918832
2709,5607,0.648656268
2709,5728,0.763950028
2709,5730,0.571793761
2709,5900,0.648656268
2709,6099,0.840812536
2709,6330,0.153725014
2709,6352,0.571793761
2709,6380,0.951431254
2709,6491,0.571793761
2709,6601,0.269018775
2709,6729,0.533362507
2709,6751,0.422743789
2709,6779,0.648656268
2709,6959,0.494931254
2736,2859,0.610225014
2736,4010,0.730193818
2736,4436,0.269018775
2736,4538,0.648656268
2736,4699,0.494931254
2736,5039,0.576468803
2736,5860,0.763950028
2736,5899,0.989862507
2736,6886,0.345881282
2746,5858,0.957582241
2752,2833,0.345881282
2752,2888,0.840812536
2752,3308,0.956106296
2752,3494,0.038431254
2752,3569,0.917675043
2752,3670,0.345881282
2752,4004,0.422743789
2752,4086,0.99453755
2752,4125,0.99453755
2752,4179,0.648656268
2752,4236,0.922350085
2752,4469,0.038431254
2752,4533,0.913
2752,4714,0.99453755
2752,4810,0.807056325
2752,5163,0.999212592
2752,5211,0.725518775
2752,5730,0.725518775
2752,5770,0.956106296
2752,6352,0.956106296
2752,6380,0.422743789
2752,6491,0.956106296
2752,6697,0.807056325
2752,6729,0.917675043
2752,6764,0.999212592
2752,6959,0.802381282
2754,3140,0.911477209
2754,5631,0.645370492
2754,6033,0.652461712
2755,2954,0.989862507
2755,3138,0.571793761
2755,3237,0.802381282
2755,3308,0.956106296
2755,3309,0.802381282
2755,3513,0.610225014
2755,3749,0.763950028
2755,3797,0.725518775
2755,3846,0.4565
2755,4059,0.533362507
2755,4150,0.989862507
2755,4215,0.725518775
2755,4236,0.989862507
2755,4484,0.989862507
2755,4533,0.999212592
2755,4557,0.725518775
2755,4714,0.917675043
2755,5128,0.989862507
2755,5163,0.913
2755,5328,0.879243789
2755,5438,0.4565
2755,5498,0.879243789
2755,5607,0.879243789
2755,5630,0.687087521
2755,5697,0.4565
2755,5728,0.763950028
2755,5900,0.879243789
2755,6099,0.687087521
2755,6286,0.494931254
2755,6373,0.989862507
2755,6441,0.533362507
2755,6491,0.956106296
2755,6729,0.99453755
2755,6764,0.913
2817,6430,0.4565
2817,7000,0.494931254
2823,3560,0.917675043
2824,2833,0.951431254
2824,2888,0.4565
2824,3138,0.956106296
2824,3237,0.725518775
2824,3308,0.571793761
2824,3670,0.951431254
2824,3749,0.763950028
2824,3797,0.802381282
2824,4004,0.951431254
2824,4059,0.99453755
2824,4557,0.802381282
2824,4714,0.610225014
2824,5211,0.571793761
2824,5279,0.989862507
2824,5498,0.648656268
2824,5728,0.763950028
2824,5730,0.571793761
2824,5900,0.648656268
2824,6099,0.840812536
2824,6380,0.951431254
2824,6491,0.571793761
2824,6729,0.533362507
2824,6959,0.494931254
2833,2888,0.494931254
2833,3138,0.99453755
2833,3237,0.763950028
2833,3308,0.610225014
2833,3494,0.307450028
2833,3569,0.571793761
2833,3670,0
2833,3749,0.802381282
2833,3797,0.840812536
2833,4004,0.076862507
2833,4086,0.648656268
2833,4125,0.648656268
2833,4166,0.768625071
2833,4179,0.610225014
2833,4230,0.879243789
2833,4236,0.576468803
2833,4469,0.307450028
2833,4557,0.840812536
2833,4714,0.648656268
2833,4810,0.461175043
2833,5163,0.65333131
2833,5211,0.533362507
2833,5279,0.951431254
2833,5498,0.687087521
2833,5532,0.951431254
2833,5728,0.802381282
2833,5730,0.533362507
2833,5770,0.610225014
2833,5900,0.687087521
2833,6099,0.879243789
2833,6352,0.610225014
2833,6380,0.076862507
2833,6491,0.610225014
2833,6697,0.461175043
2833,6729,0.571793761
2833,6764,0.65333131
2833,6779,0.687087521
2833,6959,0.4565
2834,5013,0.571793761
2857,5530,0.65333131
2859,2883,0.802381282
2859,3345,0.802381282
2859,3447,0.725518775
2859,3504,0.687087521
2859,4436,0.571793761
2859,5039,0.879243789
2859,5899,0.687087521
2859,6510,0.99453755
2859,6886,0.956106296
2863,3305,0.625615482
2883,3040,0.725518775
2883,3061,0.576468803
2883,3345,0.691762564
2883,3447,0.076862507
2883,3504,0.115293761
2883,4699,0.917675043
2883,5039,0.989862507
2883,5307,0.879243789
2883,5472,0.725518775
2883,5899,0.576468803
2883,6889,0.494931254
2884,3628,0.648656268
2884,3684,0.571793761
2887,3546,0.533362507
2887,5280,0.951431254
2887,5632,0.989862507
2887,6160,0.802381282
2888,3138,0.499606296
2888,3237,0.269018775
2888,3308,0.115293761
2888,3494,0.802381282
2888,3513,0.768625071
2888,3569,0.989862507
2888,3670,0.494931254
2888,3674,0.725518775
2888,3749,0.307450028
2888,3797,0.345881282
2888,4004,0.494931254
2888,4059,0.53803755
2888,4092,0.648656268
2888,4150,0.99453755
2888,4236,0.99453755
2888,4319,0.687087521
2888,4469,0.802381282
2888,4533,0.840812536
2888,4557,0.345881282
2888,4714,0.153725014
2888,4810,0.879243789
2888,5211,0.115293761
2888,5279,0.533362507
2888,5438,0.614900057
2888,5498,0.192156268
2888,5553,0.610225014
2888,5621,0.763950028
2888,5630,0.840812536
2888,5697,0.614900057
2888,5728,0.307450028
2888,5730,0.115293761
2888,5900,0.192156268
2888,6099,0.384312536
2888,6286,0.576468803
2888,6330,0.610225014
2888,6380,0.494931254
2888,6441,0.691762564
2888,6491,0.115293761
2888,6601,0.725518775
2888,6697,0.879243789
2888,6729,0.076862507
2888,6751,0.879243789
2888,6959,0.038431254
2896,4830,0.879243789
2896,5446,0.687087521
2923,3324,0.725518775
2923,3384,0.99453755
2923,3421,0.076862507
2923,3677,0.614900057
2923,4075,0.687087521
2923,4226,0.951431254
2923,4456,0.038431254
2923,4477,0.345881282
2923,4488,0.610225014
2923,4529,0.422743789
2923,4633,0.989862507
2923,5016,0.763950028
2923,5109,0.840812536
2923,5158,0.648656268
2923,5385,0.99453755
2923,5565,0.951431254
2923,5654,0.725518775
2923,6229,0.494931254
2923,6259,0.610225014
2923,6480,0.763950028
2923,6483,0.99453755
2923,6487,0.192156268
2923,6754,0.99453755
2923,6806,0.307450028
2923,6914,0.422743789
2923,6923,0.230587521
2954,3106,0.802381282
2954,3452,0.951431254
2954,3513,0.989862507
2954,4166,0.494931254
2954,4215,0.648656268
2954,4230,0.307450028
2954,4236,0.610225014
2954,4777,0.913
2954,4810,0.725518775
2954,5128,0.610225014
2954,5163,0.533362507
2954,5438,0.989862507
2954,5697,0.989862507
2954,5770,0.576468803
2954,6162,0.115293761
2954,6441,0.913
2954,6697,0.725518775
2954,6764,0.533362507
2973,2985,0.687087521
2973,3138,0.687087521
2973,3237,0.917675043
2973,3452,0.4565
2973,3513,0.494931254
2973,3674,0.461175043
2973,3749,0.879243789
2973,3797,0.840812536
2973,3846,0.571793761
2973,4059,0.648656268
2973,4092,0.53803755
2973,4150,0.192156268
2973,4166,0.913
2973,4342,0.763950028
2973,4484,0.648656268
2973,4557,0.840812536
2973,4777,0.494931254
2973,4932,0.917675043
2973,5026,0.533362507
2973,5328,0.763950028
