Sample1,Sample2,Distance
710,6491,0.576468803
710,6601,0.879243789
710,6697,0.725518775
710,6729,0.614900057
710,6751,0.725518775
710,6764,0.533362507
710,6959,0.730193818
731,3851,0.920866604
731,4447,0.82872612
756,4350,0.866622637
756,6132,0.438183709
756,6225,0.94640428
759,1072,0.230587521
759,1335,0.499606296
759,1389,0.802381282
759,1454,0.648656268
759,1928,0.461175043
759,1934,0.533362507
759,2029,0.917675043
759,2117,0.269018775
759,2130,0.956106296
759,2709,0.725518775
759,2752,0.571793761
759,2824,0.725518775
759,2833,0.687087521
759,2888,0.269018775
759,3138,0.768625071
759,3237,0.53803755
759,3308,0.384312536
759,3494,0.533362507
759,3670,0.687087521
759,3674,0.99453755
759,3749,0.576468803
759,3797,0.614900057
759,4004,0.763950028
759,4059,0.807056325
759,4092,0.917675043
759,4179,0.989862507
759,4319,0.494931254
759,4469,0.533362507
759,4533,0.571793761
759,4557,0.614900057
759,4714,0.422743789
759,5211,0.153725014
759,5279,0.648656268
759,5438,0.883918832
759,5498,0.461175043
759,5553,0.571793761
759,5697,0.883918832
759,5728,0.576468803
759,5730,0.153725014
759,5900,0.461175043
759,6099,0.65333131
759,6286,0.845487578
759,6330,0.879243789
759,6380,0.763950028
759,6441,0.960781339
759,6491,0.384312536
759,6601,0.99453755
759,6729,0.345881282
759,6959,0.230587521
771,1047,0.192156268
771,1335,0.648656268
771,1369,0.951431254
771,1389,0.345881282
771,1487,0.269018775
771,1732,0.307450028
771,1812,0.99453755
771,1928,0.687087521
771,1934,0.768625071
771,2079,0.648656268
771,2092,0.917675043
771,2117,0.879243789
771,2130,0.192156268
771,2522,0.840812536
771,2613,0.687087521
771,2641,0.533362507
771,2752,0.807056325
771,2833,0.461175043
771,2888,0.879243789
771,2954,0.725518775
771,3106,0.614900057
771,3138,0.533362507
771,3237,0.610225014
771,3308,0.763950028
771,3452,0.763950028
771,3494,0.768625071
771,3513,0.802381282
771,3569,0.802381282
771,3670,0.461175043
771,3749,0.571793761
771,3797,0.533362507
771,4004,0.384312536
771,4059,0.571793761
771,4086,0.725518775
771,4125,0.725518775
771,4166,0.307450028
771,4230,0.494931254
771,4236,0.115293761
771,4469,0.768625071
771,4557,0.533362507
771,4714,0.725518775
771,4777,0.725518775
771,4810,0
771,5026,0.840812536
771,5128,0.571793761
771,5163,0.192156268
771,5211,0.99453755
771,5438,0.648656268
771,5498,0.687087521
771,5630,0.951431254
771,5697,0.648656268
771,5728,0.571793761
771,5730,0.99453755
771,5770,0.763950028
771,5900,0.687087521
771,6099,0.494931254
771,6162,0.840812536
771,6286,0.610225014
771,6352,0.763950028
771,6380,0.384312536
771,6441,0.725518775
771,6491,0.763950028
771,6697,0
771,6729,0.802381282
771,6751,0.913
771,6764,0.192156268
771,6779,0.687087521
771,6959,0.917675043
797,4513,0.951431254
797,4625,0.879243789
797,5380,0.989862507
797,5532,0.879243789
797,5626,0.533362507
797,5668,0.648656268
797,6222,0.494931254
797,6243,0.576468803
808,974,0.269018775
808,1727,0.951431254
808,1735,0.269018775
808,1875,0.384312536
808,2418,0.840812536
808,2513,0.951431254
808,2603,0.610225014
808,2923,0.269018775
808,3297,0.951431254
808,3324,0.99453755
808,3421,0.192156268
808,3677,0.345881282
808,4075,0.494931254
808,4456,0.230587521
808,4477,0.614900057
808,4488,0.879243789
808,4529,0.153725014
808,5158,0.533362507
808,5654,0.99453755
808,5774,0.989862507
808,5864,0.989862507
808,6229,0.763950028
808,6259,0.879243789
808,6480,0.494931254
808,6483,0.725518775
808,6487,0.076862507
808,6652,0.763950028
808,6754,0.725518775
808,6806,0.576468803
808,6914,0.153725014
808,6923,0.038431254
813,3851,0.917675043
836,1246,0.499606296
836,2122,0.038431254
836,2698,0.763950028
836,2736,0.4565
836,2859,0.153725014
836,2883,0.956106296
836,3345,0.648656268
836,3447,0.879243789
836,3504,0.840812536
836,4436,0.725518775
836,4699,0.951431254
836,5899,0.533362507
836,6886,0.802381282
843,3450,0.499606296
843,4320,0.614900057
843,5133,0.499606296
849,2021,0.866622637
856,3560,0.494931254
856,4006,0.648656268
884,1170,0.610225014
884,1316,0.917675043
884,1335,0.533362507
884,1567,0.913
884,1833,0.913
884,1928,0.571793761
884,2029,0.115293761
884,2079,0.533362507
884,2117,0.763950028
884,2130,0.989862507
884,2522,0.956106296
884,2613,0.802381282
884,2709,0.307450028
884,2888,0.763950028
884,2973,0.422743789
884,3138,0.648656268
884,3237,0.494931254
884,3308,0.648656268
884,3452,0.879243789
884,3513,0.917675043
884,3569,0.687087521
884,3674,0.038431254
884,3749,0.4565
884,3797,0.494931254
884,3846,0.763950028
884,4059,0.687087521
884,4086,0.610225014
884,4092,0.115293761
884,4125,0.610225014
884,4150,0.230587521
884,4380,0.610225014
884,4484,0.687087521
884,4557,0.494931254
884,4714,0.610225014
884,4777,0.840812536
884,5026,0.956106296
884,5211,0.879243789
884,5438,0.763950028
884,5498,0.571793761
884,5577,0.576468803
884,5607,0.571793761
884,5621,0.913
884,5630,0.989862507
884,5697,0.763950028
884,5728,0.4565
884,5730,0.879243789
884,5900,0.571793761
884,6099,0.533362507
884,6286,0.725518775
884,6330,0.153725014
884,6352,0.648656268
884,6441,0.840812536
884,6481,0.922350085
884,6491,0.648656268
884,6601,0.038431254
884,6729,0.687087521
884,6751,0.115293761
884,6779,0.571793761
884,6959,0.802381282
892,2042,0.989862507
892,2991,0.956106296
892,3647,0.956106296
892,3768,0.917675043
892,4634,0.610225014
914,2817,0.65333131
914,5473,0.533362507
920,2480,0.998934895
953,2859,0.989862507
962,1246,0.956106296
962,1545,0.115293761
962,1866,0.115293761
962,2014,0.763950028
962,2883,0.499606296
962,3040,0.687087521
962,3061,0.076862507
962,3327,0.917675043
962,3447,0.576468803
962,3504,0.614900057
962,3587,0.951431254
962,3873,0.951431254
962,5307,0.533362507
962,5472,0.687087521
962,6835,0.571793761
962,6889,0.917675043
968,3450,0.913
968,4206,0.038431254
974,1735,0
974,1875,0.115293761
974,1991,0.951431254
974,2418,0.571793761
974,2603,0.571793761
974,2923,0
974,3324,0.725518775
974,3384,0.99453755
974,3421,0.076862507
974,3677,0.614900057
974,4075,0.687087521
974,4226,0.951431254
974,4456,0.038431254
974,4477,0.345881282
974,4488,0.610225014
974,4529,0.422743789
974,4633,0.989862507
974,5016,0.763950028
974,5109,0.840812536
974,5158,0.648656268
974,5385,0.99453755
974,5565,0.951431254
974,5654,0.725518775
974,6229,0.494931254
974,6259,0.610225014
974,6480,0.763950028
974,6483,0.99453755
974,6487,0.192156268
974,6754,0.99453755
974,6806,0.307450028
974,6914,0.422743789
974,6923,0.230587521
985,1047,0.989862507
985,1170,0.989862507
985,1249,0.687087521
985,1335,0.763950028
985,1369,0.989862507
985,1729,0.99453755
985,1812,0.879243789
985,1833,0.230587521
985,1928,0.802381282
985,2117,0.99453755
985,2522,0.725518775
985,2641,0.951431254
985,2664,0.913
985,2755,0.076862507
985,2888,0.99453755
985,3138,0.494931254
985,3237,0.725518775
985,3308,0.879243789
985,3309,0.879243789
985,3513,0.687087521
985,3749,0.687087521
985,3797,0.648656268
985,3846,0.533362507
985,4059,0.4565
985,4150,0.913
985,4215,0.802381282
985,4236,0.913
985,4484,0.913
985,4533,0.922350085
985,4557,0.648656268
985,4714,0.840812536
985,5128,0.913
985,5163,0.989862507
985,5328,0.956106296
985,5438,0.533362507
985,5498,0.802381282
985,5607,0.802381282
985,5630,0.610225014
985,5697,0.533362507
985,5728,0.687087521
985,5900,0.802381282
985,6099,0.610225014
985,6286,0.494931254
985,6441,0.610225014
985,6491,0.879243789
985,6729,0.917675043
985,6764,0.989862507
1011,4006,0.807056325
1011,7006,0.345881282
1017,5704,0.942621178
1017,5815,0.620280909
1047,1335,0.840812536
1047,1389,0.53803755
1047,1487,0.076862507
1047,1729,0.917675043
1047,1732,0.115293761
1047,1812,0.802381282
1047,1928,0.879243789
1047,1934,0.960781339
1047,2079,0.840812536
1047,2092,0.725518775
1047,2130,0.384312536
1047,2522,0.648656268
1047,2613,0.494931254
1047,2641,0.571793761
1047,2664,0.989862507
1047,2752,0.999212592
1047,2755,0.913
1047,2833,0.65333131
1047,2954,0.533362507
1047,3106,0.422743789
1047,3138,0.571793761
1047,3237,0.802381282
1047,3308,0.956106296
1047,3452,0.571793761
1047,3494,0.960781339
1047,3513,0.610225014
1047,3569,0.99453755
1047,3670,0.65333131
1047,3749,0.763950028
1047,3797,0.725518775
1047,4004,0.576468803
1047,4059,0.533362507
1047,4086,0.917675043
1047,4125,0.917675043
1047,4150,0.989862507
1047,4166,0.115293761
1047,4230,0.687087521
1047,4236,0.076862507
1047,4342,0.879243789
1047,4469,0.960781339
1047,4557,0.725518775
1047,4714,0.917675043
1047,4777,0.533362507
1047,4810,0.192156268
1047,5026,0.648656268
1047,5128,0.533362507
1047,5163,0
1047,5328,0.879243789
1047,5438,0.4565
1047,5498,0.879243789
1047,5697,0.4565
1047,5728,0.763950028
1047,5770,0.956106296
1047,5900,0.879243789
1047,6099,0.687087521
1047,6162,0.648656268
1047,6286,0.494931254
1047,6352,0.956106296
1047,6373,0.989862507
1047,6380,0.576468803
1047,6441,0.533362507
1047,6491,0.956106296
1047,6697,0.192156268
1047,6729,0.99453755
1047,6764,0
1047,6779,0.879243789
1072,1335,0.730193818
1072,1454,0.879243789
1072,1928,0.691762564
1072,1934,0.610225014
1072,1935,0.951431254
1072,2117,0.499606296
1072,2709,0.956106296
1072,2752,0.571793761
1072,2824,0.956106296
1072,2833,0.917675043
1072,2888,0.499606296
1072,3138,0.999212592
1072,3237,0.768625071
1072,3308,0.614900057
1072,3494,0.610225014
1072,3670,0.917675043
1072,3749,0.807056325
1072,3797,0.845487578
1072,4004,0.99453755
1072,4319,0.725518775
1072,4469,0.610225014
1072,4533,0.571793761
1072,4557,0.845487578
1072,4714,0.65333131
1072,5211,0.384312536
1072,5279,0.879243789
1072,5498,0.691762564
1072,5553,0.802381282
1072,5728,0.807056325
1072,5730,0.384312536
1072,5900,0.691762564
1072,6099,0.883918832
1072,6380,0.99453755
1072,6491,0.614900057
1072,6729,0.576468803
1072,6959,0.461175043
1092,1205,0.687087521
1092,2091,0.461175043
1092,2190,0.807056325
1092,3026,0.768625071
1092,4537,0.4565
1141,2423,0.725518775
1141,2461,0.687087521
1148,1249,0.917675043
1148,1487,0.99453755
1148,1732,0.956106296
1148,2092,0.345881282
1148,2954,0.99453755
1148,3106,0.648656268
1148,3309,0.725518775
1148,4166,0.956106296
1148,4932,0.951431254
1148,5128,0.691762564
1148,6162,0.879243789
1165,1650,0.65333131
1165,2664,0.989862507
1165,2989,0.576468803
1165,3463,0.494931254
1165,4385,0.802381282
1165,4760,0.610225014
1165,5380,0.648656268
1165,5668,0.989862507
1165,6373,0.989862507
1170,1249,0.763950028
1170,1454,0.99453755
1170,2029,0.725518775
1170,2709,0.917675043
1170,2973,0.725518775
1170,3138,0.951431254
1170,3309,0.956106296
1170,3674,0.648656268
1170,3846,0.610225014
1170,4059,0.989862507
1170,4092,0.725518775
1170,4150,0.533362507
1170,4484,0.533362507
1170,5128,0.989862507
1170,5577,0.879243789
1170,5607,0.725518775
1170,5630,0.533362507
1170,6099,0.989862507
1170,6330,0.763950028
1170,6601,0.648656268
1170,6751,0.494931254
1202,1501,0.610225014
1202,1557,0.038431254
1202,1950,0.422743789
1202,2125,0.307450028
1202,2506,0.956106296
1202,3490,0.802381282
1202,3666,0.610225014
1202,6430,0.840812536
1202,6625,0.763950028
1205,2091,0.687087521
1205,3026,0.99453755
1205,4309,0.99453755
1205,5280,0.461175043
1218,3500,0.663458634
1221,1545,0.913
1221,3061,0.951431254
1240,1246,0.648656268
1240,1830,0.610225014
1240,1849,0.571793761
1240,2292,0.533362507
1240,2359,0.879243789
1240,2698,0.999212592
1240,2859,0.99453755
1240,3134,0.913
1240,3669,0.840812536
1240,3873,0.345881282
1240,4010,0.951431254
1240,5307,0.687087521
1240,6510,0
1246,1830,0.951431254
1246,1849,0.989862507
1246,1866,0.840812536
1246,1887,0.951431254
1246,2122,0.461175043
1246,2736,0.956106296
1246,2859,0.345881282
1246,2883,0.4565
1246,3327,0.960781339
1246,3447,0.533362507
1246,3504,0.571793761
1246,3873,0.99453755
1246,4010,0.687087521
1246,4436,0.687087521
1246,5039,0.533362507
1246,6510,0.648656268
1246,6889,0.951431254
1248,5698,0.533362507
1249,1335,0.99453755
1249,1454,0.845487578
1249,1487,0.989862507
1249,1729,0.763950028
1249,1732,0.951431254
1249,1812,0.648656268
1249,1833,0.917675043
1249,2092,0.571793761
1249,2522,0.494931254
1249,2755,0.610225014
1249,2954,0.989862507
1249,2973,0.951431254
1249,3138,0.725518775
1249,3237,0.956106296
1249,3309,0.192156268
1249,3513,0.4565
1249,3749,0.917675043
1249,3797,0.879243789
1249,4059,0.687087521
1249,4166,0.951431254
1249,4215,0.571793761
1249,4557,0.879243789
1249,4932,0.879243789
1249,5128,0.687087521
1249,5328,0.725518775
1249,5438,0.610225014
1249,5553,0.922350085
1249,5630,0.384312536
1249,5697,0.610225014
1249,5728,0.917675043
1249,6099,0.840812536
1249,6162,0.951431254
1249,6286,0.648656268
1249,6373,0.989862507
1249,6441,0.533362507
1316,1369,0.763950028
1316,1567,0.917675043
1316,2522,0.951431254
1316,2664,0.687087521
1316,2973,0.494931254
1316,2985,0.192156268
1316,3371,0.951431254
1316,3452,0.951431254
1316,3513,0.913
1316,3674,0.956106296
1316,4150,0.687087521
1316,4380,0.614900057
1316,4777,0.989862507
1316,5026,0.951431254
1316,5577,0.571793761
1316,5638,0.610225014
1316,6373,0.533362507
1316,6441,0.989862507
1316,6481,0.917675043
1316,6601,0.956106296
1316,6751,0.802381282
1316,6830,0.115293761
1322,1727,0.269018775
1322,1991,0.53803755
1322,2129,0.999212592
1322,2362,0.691762564
1322,2603,0.840812536
1322,2896,0.913
1322,3297,0.269018775
1322,4075,0.725518775
1322,4529,0.989862507
1322,5158,0.763950028
1322,5446,0.687087521
1322,5565,0.461175043
1322,5774,0.307450028
1322,6088,0.730193818
1322,6480,0.648656268
1322,6483,0.494931254
1322,6754,0.494931254
1322,6914,0.989862507
1328,1331,0.951431254
1328,1509,0.956106296
1328,2291,0.913
1328,2991,0.989862507
1328,3088,0.038431254
1328,3181,0.989862507
1328,3751,0.99453755
1328,3768,0.494931254
1328,5993,0.192156268
1328,6211,0.879243789
1331,1509,0.917675043
1331,2291,0.951431254
1331,3088,0.989862507
1331,3647,0.494931254
1331,4389,0.533362507
1331,5403,0.763950028
1331,6211,0.840812536
1335,1369,0.687087521
1335,1389,0.610225014
1335,1454,0.763950028
1335,1487,0.917675043
1335,1567,0.533362507
1335,1729,0.845487578
1335,1732,0.956106296
1335,1812,0.730193818
1335,1833,0.533362507
1335,1928,0.038431254
1335,2029,0.494931254
1335,2079,0.913
1335,2117,0.230587521
1335,2130,0.4565
1335,2522,0.576468803
1335,2664,0.763950028
1335,2709,0.687087521
1335,2755,0.840812536
1335,2824,0.687087521
1335,2833,0.725518775
1335,2888,0.230587521
1335,2973,0.956106296
1335,3138,0.269018775
1335,3237,0.038431254
1335,3308,0.115293761
1335,3513,0.53803755
1335,3670,0.725518775
1335,3674,0.494931254
1335,3749,0.076862507
1335,3797,0.115293761
1335,4004,0.648656268
1335,4059,0.307450028
1335,4086,0.989862507
1335,4092,0.494931254
1335,4125,0.989862507
1335,4150,0.763950028
1335,4166,0.956106296
1335,4236,0.763950028
1335,4319,0.917675043
1335,4380,0.989862507
1335,4557,0.115293761
1335,4714,0.076862507
1335,4810,0.648656268
1335,4932,0.960781339
1335,5163,0.840812536
1335,5211,0.345881282
1335,5279,0.763950028
1335,5328,0.807056325
1335,5438,0.384312536
1335,5498,0.038431254
1335,5553,0.840812536
1335,5607,0.951431254
1335,5621,0.533362507
1335,5630,0.610225014
1335,5697,0.384312536
1335,5728,0.076862507
1335,5730,0.345881282
1335,5900,0.038431254
1335,6099,0.153725014
1335,6286,0.345881282
1335,6330,0.533362507
1335,6373,0.917675043
1335,6380,0.648656268
1335,6441,0.461175043
1335,6491,0.115293761
1335,6601,0.494931254
1335,6697,0.648656268
1335,6729,0.153725014
1335,6751,0.648656268
1335,6764,0.840812536
1335,6779,0.951431254
1335,6959,0.269018775
1367,1647,0.533362507
1367,5280,0.802381282
1369,1567,0.153725014
1369,1812,0.956106296
1369,1928,0.725518775
1369,2117,0.917675043
1369,2522,0.802381282
1369,2664,0.076862507
1369,2888,0.917675043
1369,2985,0.956106296
1369,3138,0.494931254
1369,3237,0.648656268
1369,3308,0.802381282
1369,3463,0.571793761
1369,3513,0.763950028
1369,3749,0.610225014
1369,3797,0.571793761
1369,4059,0.533362507
1369,4150,0.989862507
1369,4236,0.989862507
1369,4380,0.763950028
1369,4385,0.956106296
1369,4513,0.989862507
1369,4557,0.571793761
1369,4714,0.763950028
1369,4810,0.951431254
1369,5380,0.494931254
1369,5438,0.610225014
1369,5498,0.725518775
1369,5630,0.989862507
1369,5638,0.461175043
1369,5668,0.989862507
1369,5697,0.610225014
1369,5728,0.610225014
1369,5900,0.725518775
1369,6099,0.533362507
1369,6286,0.571793761
1369,6373,0.230587521
1369,6441,0.687087521
1369,6491,0.802381282
1369,6697,0.951431254
1369,6729,0.840812536
1369,6751,0.951431254
1369,6830,0.879243789
1369,6959,0.956106296
1379,2148,0.571793761
1379,2699,0.571793761
1389,1487,0.614900057
1389,1732,0.65333131
1389,1928,0.571793761
1389,1934,0.422743789
1389,2079,0.610225014
1389,2117,0.533362507
1389,2130,0.153725014
1389,2641,0.879243789
1389,2709,0.989862507
1389,2752,0.461175043
1389,2824,0.989862507
1389,2833,0.115293761
1389,2888,0.533362507
1389,3106,0.960781339
1389,3138,0.879243789
1389,3237,0.648656268
1389,3308,0.494931254
1389,3494,0.422743789
1389,3569,0.4565
1389,3670,0.115293761
1389,3749,0.687087521
1389,3797,0.725518775
1389,4004,0.038431254
1389,4059,0.917675043
1389,4086,0.533362507
1389,4125,0.533362507
1389,4166,0.65333131
1389,4179,0.725518775
1389,4230,0.763950028
1389,4236,0.461175043
1389,4469,0.422743789
1389,4557,0.725518775
1389,4714,0.533362507
1389,4810,0.345881282
1389,5128,0.917675043
1389,5163,0.53803755
1389,5211,0.648656268
1389,5438,0.99453755
1389,5498,0.571793761
1389,5697,0.99453755
1389,5728,0.687087521
1389,5730,0.648656268
1389,5770,0.494931254
1389,5900,0.571793761
1389,6099,0.763950028
1389,6286,0.956106296
1389,6330,0.989862507
1389,6352,0.494931254
1389,6380,0.038431254
1389,6491,0.494931254
1389,6697,0.345881282
1389,6729,0.4565
1389,6764,0.53803755
1389,6779,0.571793761
1389,6959,0.571793761
1424,1442,0.763950028
1424,1939,0.956106296
1424,2148,0.725518775
1424,2852,0.230587521
1424,6426,0.951431254
1442,2148,0.951431254
1442,2852,0.533362507
1454,1833,0.840812536
1454,1928,0.725518775
1454,2117,0.533362507
1454,2709,0.989862507
1454,2824,0.989862507
1454,2833,0.951431254
1454,2888,0.533362507
1454,3237,0.802381282
1454,3308,0.648656268
1454,3670,0.951431254
1454,3749,0.840812536
1454,3797,0.879243789
1454,4179,0.571793761
1454,4319,0.610225014
1454,4533,0.763950028
1454,4557,0.879243789
1454,4714,0.687087521
1454,5211,0.494931254
1454,5279,0.4565
1454,5498,0.725518775
1454,5553,0.076862507
1454,5630,0.461175043
1454,5728,0.840812536
1454,5730,0.494931254
1454,5900,0.725518775
1454,6099,0.917675043
1454,6491,0.648656268
1454,6729,0.610225014
1454,6959,0.494931254
1466,3640,0.700777865
1484,2251,0.951431254
1484,3418,0.956106296
1484,5304,0.913
1484,5477,0.840812536
1484,5945,0.879243789
1487,1729,0.840812536
1487,1732,0.038431254
1487,1812,0.725518775
1487,1928,0.956106296
1487,2079,0.917675043
1487,2092,0.648656268
1487,2130,0.461175043
1487,2522,0.571793761
1487,2613,0.494931254
1487,2641,0.648656268
1487,2755,0.989862507
1487,2833,0.730193818
1487,2954,0.4565
1487,2973,0.951431254
1487,3106,0.345881282
1487,3138,0.648656268
1487,3237,0.879243789
1487,3452,0.494931254
1487,3513,0.533362507
1487,3670,0.730193818
1487,3749,0.840812536
1487,3797,0.802381282
1487,4004,0.65333131
1487,4059,0.610225014
1487,4086,0.99453755
1487,4125,0.99453755
1487,4166,0.038431254
1487,4230,0.763950028
1487,4236,0.153725014
1487,4342,0.802381282
1487,4557,0.802381282
1487,4625,0.989862507
1487,4714,0.99453755
1487,4777,0.4565
1487,4810,0.269018775
1487,4932,0.956106296
1487,5026,0.571793761
1487,5128,0.610225014
1487,5163,0.076862507
1487,5328,0.802381282
1487,5438,0.533362507
1487,5498,0.956106296
1487,5697,0.533362507
1487,5728,0.840812536
1487,5900,0.956106296
1487,6099,0.763950028
1487,6162,0.571793761
1487,6286,0.571793761
1487,6373,0.913
1487,6380,0.65333131
1487,6441,0.4565
1487,6697,0.269018775
1487,6764,0.076862507
1487,6779,0.956106296
1501,1557,0.648656268
1501,2125,0.917675043
1501,2817,0.687087521
1501,3490,0.499606296
1501,3816,0.840812536
1501,5473,0.807056325
1501,6430,0.230587521
1501,7022,0.807056325
1509,3088,0.99453755
1509,6211,0.076862507
1514,6556,0.860485418
1545,1857,0.989862507
1545,1866,0.230587521
1545,2014,0.879243789
1545,2883,0.614900057
1545,3040,0.802381282
1545,3061,0.038431254
1545,3327,0.802381282
1545,3447,0.691762564
1545,3504,0.730193818
1545,3873,0.989862507
1545,5307,0.648656268
1545,5472,0.802381282
1545,6835,0.4565
1555,3374,0.751623362
1557,1950,0.384312536
1557,2125,0.269018775
1557,2506,0.99453755
1557,3490,0.763950028
1557,3666,0.571793761
1557,6430,0.879243789
1557,6625,0.802381282
1567,1833,0.913
1567,1928,0.571793761
1567,2117,0.763950028
1567,2130,0.989862507
1567,2522,0.956106296
1567,2664,0.230587521
1567,2888,0.763950028
1567,3138,0.648656268
1567,3237,0.494931254
1567,3308,0.648656268
1567,3463,0.725518775
1567,3513,0.917675043
1567,3674,0.951431254
1567,3749,0.4565
1567,3797,0.494931254
1567,4059,0.687087521
1567,4380,0.610225014
1567,4513,0.989862507
1567,4557,0.494931254
1567,4714,0.610225014
1567,5211,0.879243789
1567,5380,0.571793761
1567,5438,0.763950028
1567,5498,0.571793761
1567,5621,0.913
1567,5630,0.989862507
1567,5638,0.614900057
1567,5697,0.763950028
1567,5728,0.4565
1567,5730,0.879243789
1567,5900,0.571793761
1567,6099,0.533362507
1567,6222,0.913
1567,6286,0.725518775
1567,6373,0.384312536
1567,6441,0.840812536
1567,6491,0.648656268
1567,6601,0.951431254
1567,6729,0.687087521
1567,6959,0.802381282
1629,2168,0.571793761
1629,2698,0.610225014
1629,2736,0.917675043
1629,4538,0.725518775
1629,4971,0.687087521
1629,6886,0.571793761
1646,3347,0.725518775
1647,2190,0.763950028
1647,3026,0.802381282
1647,3766,0.494931254
1647,4752,0.571793761
1650,4385,0.763950028
1690,4917,0.807056325
1727,1991,0.269018775
1727,2129,0.730193818
1727,2362,0.422743789
1727,2418,0.802381282
1727,2513,0.989862507
1727,2603,0.571793761
1727,3297,0
1727,3324,0.956106296
1727,4075,0.4565
1727,4488,0.840812536
1727,5016,0.99453755
1727,5158,0.494931254
1727,5446,0.494931254
1727,5565,0.192156268
1727,5654,0.956106296
1727,5774,0.038431254
1727,5864,0.951431254
1727,6088,0.461175043
1727,6259,0.840812536
1727,6480,0.533362507
1727,6483,0.763950028
1727,6487,0.951431254
1727,6754,0.763950028
1727,6923,0.913
1729,1732,0.802381282
1729,1812,0.115293761
1729,1928,0.883918832
1729,2522,0.269018775
1729,2664,0.99453755
1729,2755,0.917675043
1729,2973,0.802381282
1729,3106,0.494931254
1729,3138,0.576468803
1729,3237,0.807056325
1729,3308,0.960781339
1729,3309,0.571793761
1729,3513,0.307450028
1729,3749,0.768625071
1729,3797,0.730193818
1729,4059,0.53803755
1729,4150,0.99453755
1729,4166,0.802381282
1729,4215,0.648656268
1729,4236,0.99453755
1729,4342,0.951431254
1729,4557,0.730193818
1729,4714,0.922350085
1729,4932,0.115293761
1729,5163,0.917675043
1729,5328,0.038431254
1729,5438,0.461175043
1729,5498,0.883918832
1729,5577,0.648656268
1729,5638,0.610225014
1729,5697,0.461175043
1729,5728,0.768625071
1729,5900,0.883918832
1729,6099,0.691762564
1729,6286,0.499606296
1729,6373,0.840812536
1729,6441,0.384312536
1729,6481,0.610225014
1729,6491,0.960781339
1729,6729,0.999212592
1729,6764,0.917675043
1732,1812,0.687087521
1732,1928,0.99453755
1732,2079,0.956106296
1732,2092,0.610225014
1732,2130,0.499606296
1732,2522,0.533362507
1732,2613,0.533362507
1732,2641,0.687087521
1732,2833,0.768625071
1732,2954,0.494931254
1732,2973,0.913
1732,3106,0.307450028
1732,3138,0.687087521
1732,3237,0.917675043
1732,3452,0.4565
1732,3513,0.494931254
1732,3670,0.768625071
1732,3749,0.879243789
1732,3797,0.840812536
1732,4004,0.691762564
1732,4059,0.648656268
1732,4166,0
1732,4230,0.802381282
1732,4236,0.192156268
1732,4342,0.763950028
1732,4557,0.840812536
1732,4625,0.951431254
1732,4777,0.494931254
1732,4810,0.307450028
1732,4932,0.917675043
1732,5026,0.533362507
1732,5128,0.648656268
1732,5163,0.115293761
1732,5328,0.763950028
1732,5438,0.571793761
1732,5498,0.99453755
1732,5697,0.571793761
1732,5728,0.879243789
1732,5900,0.99453755
1732,6099,0.802381282
1732,6162,0.533362507
1732,6286,0.610225014
1732,6373,0.951431254
1732,6380,0.691762564
1732,6441,0.494931254
1732,6697,0.307450028
1732,6764,0.115293761
1732,6779,0.99453755
1735,1875,0.115293761
1735,1991,0.951431254
1735,2418,0.571793761
1735,2603,0.571793761
1735,2923,0
1735,3324,0.725518775
1735,3384,0.99453755
1735,3421,0.076862507
1735,3677,0.614900057
1735,4075,0.687087521
1735,4226,0.951431254
1735,4456,0.038431254
1735,4477,0.345881282
1735,4488,0.610225014
1735,4529,0.422743789
1735,4633,0.989862507
1735,5016,0.763950028
1735,5109,0.840812536
1735,5158,0.648656268
1735,5385,0.99453755
1735,5565,0.951431254
1735,5654,0.725518775
1735,6229,0.494931254
1735,6259,0.610225014
1735,6480,0.763950028
1735,6483,0.99453755
1735,6487,0.192156268
1735,6754,0.99453755
1735,6806,0.307450028
1735,6914,0.422743789
1735,6923,0.230587521
1779,2279,0.989862507
1779,3800,0.913
1779,5804,0.956106296
1780,3502,1
1796,1864,0.153725014
1796,3345,0.687087521
1796,5899,0.802381282
1796,6889,0.960781339
1803,3320,0.614900057
1803,5093,0.807056325
1812,1928,0.768625071
1812,2092,0.989862507
1812,2117,0.960781339
1812,2522,0.153725014
1812,2664,0.879243789
1812,2755,0.802381282
1812,2888,0.960781339
1812,2973,0.687087521
1812,2985,0.913
1812,3106,0.533362507
1812,3138,0.461175043
1812,3237,0.691762564
1812,3308,0.845487578
1812,3309,0.4565
1812,3513,0.192156268
1812,3749,0.65333131
1812,3797,0.614900057
1812,4059,0.422743789
1812,4150,0.879243789
1812,4166,0.687087521
1812,4215,0.533362507
1812,4236,0.879243789
1812,4342,0.989862507
1812,4385,0.913
1812,4557,0.614900057
1812,4714,0.807056325
1812,4810,0.99453755
1812,4932,0.230587521
1812,5163,0.802381282
1812,5328,0.076862507
1812,5438,0.345881282
1812,5498,0.768625071
1812,5577,0.533362507
1812,5638,0.494931254
1812,5697,0.345881282
1812,5728,0.65333131
1812,5900,0.768625071
1812,6099,0.576468803
1812,6286,0.384312536
1812,6373,0.725518775
1812,6441,0.269018775
1812,6481,0.725518775
1812,6491,0.845487578
1812,6697,0.99453755
1812,6729,0.883918832
1812,6751,0.99453755
1812,6764,0.802381282
1812,6830,0.989862507
1812,6959,0.999212592
1830,1849,0.951431254
